"","selection","view","channel","begin_time","end_time","low_freq","high_freq","common_name","species_code","confidence","site_code","date","time","file_offset"
"1363",4,"Spectrogram 1",1,267,270,0,15000,"Hume's Warbler","humwar1",0.9931,"DEL01A","20211226","093000",267
"1364",4,"Spectrogram 1",1,267,270,0,15000,"Hume's Warbler","humwar1",0.9931,"DEL01A","20211226","093000",267
"1365",1,"Spectrogram 1",1,15,18,0,15000,"Rufous Treepie","ruftre2",0.3477,"DEL01A","20211226","103000",15
"1366",1,"Spectrogram 1",1,15,18,0,15000,"Rufous Treepie","ruftre2",0.3477,"DEL01A","20211226","103000",15
"1367",2,"Spectrogram 1",1,57,60,0,15000,"Rufous Treepie","ruftre2",0.2865,"DEL01A","20211226","103000",57
"1368",2,"Spectrogram 1",1,57,60,0,15000,"Rufous Treepie","ruftre2",0.2865,"DEL01A","20211226","103000",57
"1369",3,"Spectrogram 1",1,156,159,0,15000,"Gray Heron","graher1",0.301,"DEL01A","20211226","103000",156
"1370",3,"Spectrogram 1",1,156,159,0,15000,"Gray Heron","graher1",0.301,"DEL01A","20211226","103000",156
"1371",1,"Spectrogram 1",1,0,3,0,15000,"Hume's Warbler","humwar1",0.9208,"DEL01A","20211226","113000",0
"1372",1,"Spectrogram 1",1,0,3,0,15000,"Hume's Warbler","humwar1",0.9208,"DEL01A","20211226","113000",0
"1373",2,"Spectrogram 1",1,6,9,0,15000,"Hume's Warbler","humwar1",0.8056,"DEL01A","20211226","113000",6
"1374",2,"Spectrogram 1",1,6,9,0,15000,"Hume's Warbler","humwar1",0.8056,"DEL01A","20211226","113000",6
"1375",3,"Spectrogram 1",1,9,12,0,15000,"Hume's Warbler","humwar1",0.941,"DEL01A","20211226","113000",9
"1376",3,"Spectrogram 1",1,9,12,0,15000,"Hume's Warbler","humwar1",0.941,"DEL01A","20211226","113000",9
"1377",4,"Spectrogram 1",1,12,15,0,15000,"Hume's Warbler","humwar1",0.7108,"DEL01A","20211226","113000",12
"1378",4,"Spectrogram 1",1,12,15,0,15000,"Hume's Warbler","humwar1",0.7108,"DEL01A","20211226","113000",12
"1379",5,"Spectrogram 1",1,45,48,0,15000,"Hume's Warbler","humwar1",0.9452,"DEL01A","20211226","113000",45
"1380",5,"Spectrogram 1",1,45,48,0,15000,"Hume's Warbler","humwar1",0.9452,"DEL01A","20211226","113000",45
"1381",6,"Spectrogram 1",1,48,51,0,15000,"Hume's Warbler","humwar1",0.9575,"DEL01A","20211226","113000",48
"1382",6,"Spectrogram 1",1,48,51,0,15000,"Hume's Warbler","humwar1",0.9575,"DEL01A","20211226","113000",48
"1383",7,"Spectrogram 1",1,51,54,0,15000,"Hume's Warbler","humwar1",0.9534,"DEL01A","20211226","113000",51
"1384",7,"Spectrogram 1",1,51,54,0,15000,"Hume's Warbler","humwar1",0.9534,"DEL01A","20211226","113000",51
"1385",8,"Spectrogram 1",1,54,57,0,15000,"Hume's Warbler","humwar1",0.9261,"DEL01A","20211226","113000",54
"1386",8,"Spectrogram 1",1,54,57,0,15000,"Hume's Warbler","humwar1",0.9261,"DEL01A","20211226","113000",54
"1387",9,"Spectrogram 1",1,57,60,0,15000,"Hume's Warbler","humwar1",0.9459,"DEL01A","20211226","113000",57
"1388",9,"Spectrogram 1",1,57,60,0,15000,"Hume's Warbler","humwar1",0.9459,"DEL01A","20211226","113000",57
"1389",10,"Spectrogram 1",1,60,63,0,15000,"Hume's Warbler","humwar1",0.9888,"DEL01A","20211226","113000",60
"1390",10,"Spectrogram 1",1,60,63,0,15000,"Hume's Warbler","humwar1",0.9888,"DEL01A","20211226","113000",60
"1391",11,"Spectrogram 1",1,63,66,0,15000,"Hume's Warbler","humwar1",0.9797,"DEL01A","20211226","113000",63
"1392",11,"Spectrogram 1",1,63,66,0,15000,"Hume's Warbler","humwar1",0.9797,"DEL01A","20211226","113000",63
"1393",12,"Spectrogram 1",1,66,69,0,15000,"Hume's Warbler","humwar1",0.4461,"DEL01A","20211226","113000",66
"1394",12,"Spectrogram 1",1,66,69,0,15000,"Hume's Warbler","humwar1",0.4461,"DEL01A","20211226","113000",66
"1395",13,"Spectrogram 1",1,69,72,0,15000,"Hume's Warbler","humwar1",0.9392,"DEL01A","20211226","113000",69
"1396",13,"Spectrogram 1",1,69,72,0,15000,"Hume's Warbler","humwar1",0.9392,"DEL01A","20211226","113000",69
"1397",14,"Spectrogram 1",1,72,75,0,15000,"Hume's Warbler","humwar1",0.4633,"DEL01A","20211226","113000",72
"1398",14,"Spectrogram 1",1,72,75,0,15000,"Hume's Warbler","humwar1",0.4633,"DEL01A","20211226","113000",72
"1399",15,"Spectrogram 1",1,75,78,0,15000,"Hume's Warbler","humwar1",0.4013,"DEL01A","20211226","113000",75
"1400",15,"Spectrogram 1",1,75,78,0,15000,"Hume's Warbler","humwar1",0.4013,"DEL01A","20211226","113000",75
"1401",16,"Spectrogram 1",1,81,84,0,15000,"Hume's Warbler","humwar1",0.919,"DEL01A","20211226","113000",81
"1402",16,"Spectrogram 1",1,81,84,0,15000,"Hume's Warbler","humwar1",0.919,"DEL01A","20211226","113000",81
"1403",17,"Spectrogram 1",1,84,87,0,15000,"Hume's Warbler","humwar1",0.9523,"DEL01A","20211226","113000",84
"1404",17,"Spectrogram 1",1,84,87,0,15000,"Hume's Warbler","humwar1",0.9523,"DEL01A","20211226","113000",84
"1405",18,"Spectrogram 1",1,90,93,0,15000,"Hume's Warbler","humwar1",0.8981,"DEL01A","20211226","113000",90
"1406",18,"Spectrogram 1",1,90,93,0,15000,"Hume's Warbler","humwar1",0.8981,"DEL01A","20211226","113000",90
"1407",19,"Spectrogram 1",1,93,96,0,15000,"Hume's Warbler","humwar1",0.5842,"DEL01A","20211226","113000",93
"1408",19,"Spectrogram 1",1,93,96,0,15000,"Hume's Warbler","humwar1",0.5842,"DEL01A","20211226","113000",93
"1409",20,"Spectrogram 1",1,96,99,0,15000,"Hume's Warbler","humwar1",0.9853,"DEL01A","20211226","113000",96
"1410",20,"Spectrogram 1",1,96,99,0,15000,"Hume's Warbler","humwar1",0.9853,"DEL01A","20211226","113000",96
"1411",21,"Spectrogram 1",1,99,102,0,15000,"Hume's Warbler","humwar1",0.9361,"DEL01A","20211226","113000",99
"1412",21,"Spectrogram 1",1,99,102,0,15000,"Hume's Warbler","humwar1",0.9361,"DEL01A","20211226","113000",99
"1413",22,"Spectrogram 1",1,102,105,0,15000,"Hume's Warbler","humwar1",0.9482,"DEL01A","20211226","113000",102
"1414",22,"Spectrogram 1",1,102,105,0,15000,"Hume's Warbler","humwar1",0.9482,"DEL01A","20211226","113000",102
"1415",23,"Spectrogram 1",1,105,108,0,15000,"Hume's Warbler","humwar1",0.8235,"DEL01A","20211226","113000",105
"1416",23,"Spectrogram 1",1,105,108,0,15000,"Hume's Warbler","humwar1",0.8235,"DEL01A","20211226","113000",105
"1417",24,"Spectrogram 1",1,111,114,0,15000,"Hume's Warbler","humwar1",0.879,"DEL01A","20211226","113000",111
"1418",24,"Spectrogram 1",1,111,114,0,15000,"Hume's Warbler","humwar1",0.879,"DEL01A","20211226","113000",111
"1419",25,"Spectrogram 1",1,114,117,0,15000,"Hume's Warbler","humwar1",0.5475,"DEL01A","20211226","113000",114
"1420",25,"Spectrogram 1",1,114,117,0,15000,"Hume's Warbler","humwar1",0.5475,"DEL01A","20211226","113000",114
"1421",26,"Spectrogram 1",1,117,120,0,15000,"Hume's Warbler","humwar1",0.9155,"DEL01A","20211226","113000",117
"1422",26,"Spectrogram 1",1,117,120,0,15000,"Hume's Warbler","humwar1",0.9155,"DEL01A","20211226","113000",117
"1423",27,"Spectrogram 1",1,123,126,0,15000,"Hume's Warbler","humwar1",0.9925,"DEL01A","20211226","113000",123
"1424",27,"Spectrogram 1",1,123,126,0,15000,"Hume's Warbler","humwar1",0.9925,"DEL01A","20211226","113000",123
"1425",28,"Spectrogram 1",1,126,129,0,15000,"Hume's Warbler","humwar1",0.5751,"DEL01A","20211226","113000",126
"1426",28,"Spectrogram 1",1,126,129,0,15000,"Hume's Warbler","humwar1",0.5751,"DEL01A","20211226","113000",126
"1427",29,"Spectrogram 1",1,129,132,0,15000,"Hume's Warbler","humwar1",0.9784,"DEL01A","20211226","113000",129
"1428",29,"Spectrogram 1",1,129,132,0,15000,"Hume's Warbler","humwar1",0.9784,"DEL01A","20211226","113000",129
"1429",30,"Spectrogram 1",1,132,135,0,15000,"Hume's Warbler","humwar1",0.7636,"DEL01A","20211226","113000",132
"1430",30,"Spectrogram 1",1,132,135,0,15000,"Hume's Warbler","humwar1",0.7636,"DEL01A","20211226","113000",132
"1431",31,"Spectrogram 1",1,138,141,0,15000,"Hume's Warbler","humwar1",0.9651,"DEL01A","20211226","113000",138
"1432",31,"Spectrogram 1",1,138,141,0,15000,"Hume's Warbler","humwar1",0.9651,"DEL01A","20211226","113000",138
"1433",32,"Spectrogram 1",1,141,144,0,15000,"Hume's Warbler","humwar1",0.6941,"DEL01A","20211226","113000",141
"1434",32,"Spectrogram 1",1,141,144,0,15000,"Hume's Warbler","humwar1",0.6941,"DEL01A","20211226","113000",141
"1435",33,"Spectrogram 1",1,150,153,0,15000,"Hume's Warbler","humwar1",0.9584,"DEL01A","20211226","113000",150
"1436",33,"Spectrogram 1",1,150,153,0,15000,"Hume's Warbler","humwar1",0.9584,"DEL01A","20211226","113000",150
"1437",34,"Spectrogram 1",1,153,156,0,15000,"Hume's Warbler","humwar1",0.9765,"DEL01A","20211226","113000",153
"1438",34,"Spectrogram 1",1,153,156,0,15000,"Hume's Warbler","humwar1",0.9765,"DEL01A","20211226","113000",153
"1439",35,"Spectrogram 1",1,156,159,0,15000,"Hume's Warbler","humwar1",0.9861,"DEL01A","20211226","113000",156
"1440",35,"Spectrogram 1",1,156,159,0,15000,"Hume's Warbler","humwar1",0.9861,"DEL01A","20211226","113000",156
"1441",36,"Spectrogram 1",1,159,162,0,15000,"Hume's Warbler","humwar1",0.9919,"DEL01A","20211226","113000",159
"1442",36,"Spectrogram 1",1,159,162,0,15000,"Hume's Warbler","humwar1",0.9919,"DEL01A","20211226","113000",159
"1443",37,"Spectrogram 1",1,162,165,0,15000,"Hume's Warbler","humwar1",0.9861,"DEL01A","20211226","113000",162
"1444",37,"Spectrogram 1",1,162,165,0,15000,"Hume's Warbler","humwar1",0.9861,"DEL01A","20211226","113000",162
"1445",38,"Spectrogram 1",1,165,168,0,15000,"Hume's Warbler","humwar1",0.9295,"DEL01A","20211226","113000",165
"1446",38,"Spectrogram 1",1,165,168,0,15000,"Hume's Warbler","humwar1",0.9295,"DEL01A","20211226","113000",165
"1447",39,"Spectrogram 1",1,168,171,0,15000,"Hume's Warbler","humwar1",0.9769,"DEL01A","20211226","113000",168
"1448",39,"Spectrogram 1",1,168,171,0,15000,"Hume's Warbler","humwar1",0.9769,"DEL01A","20211226","113000",168
"1449",40,"Spectrogram 1",1,171,174,0,15000,"Hume's Warbler","humwar1",0.9864,"DEL01A","20211226","113000",171
"1450",40,"Spectrogram 1",1,171,174,0,15000,"Hume's Warbler","humwar1",0.9864,"DEL01A","20211226","113000",171
"1451",41,"Spectrogram 1",1,174,177,0,15000,"Hume's Warbler","humwar1",0.974,"DEL01A","20211226","113000",174
"1452",41,"Spectrogram 1",1,174,177,0,15000,"Hume's Warbler","humwar1",0.974,"DEL01A","20211226","113000",174
"1453",42,"Spectrogram 1",1,177,180,0,15000,"Hume's Warbler","humwar1",0.9351,"DEL01A","20211226","113000",177
"1454",42,"Spectrogram 1",1,177,180,0,15000,"Hume's Warbler","humwar1",0.9351,"DEL01A","20211226","113000",177
"1455",43,"Spectrogram 1",1,180,183,0,15000,"Hume's Warbler","humwar1",0.9365,"DEL01A","20211226","113000",180
"1456",43,"Spectrogram 1",1,180,183,0,15000,"Hume's Warbler","humwar1",0.9365,"DEL01A","20211226","113000",180
"1457",44,"Spectrogram 1",1,183,186,0,15000,"Hume's Warbler","humwar1",0.9811,"DEL01A","20211226","113000",183
"1458",44,"Spectrogram 1",1,183,186,0,15000,"Hume's Warbler","humwar1",0.9811,"DEL01A","20211226","113000",183
"1459",45,"Spectrogram 1",1,186,189,0,15000,"Hume's Warbler","humwar1",0.98,"DEL01A","20211226","113000",186
"1460",45,"Spectrogram 1",1,186,189,0,15000,"Hume's Warbler","humwar1",0.98,"DEL01A","20211226","113000",186
"1461",46,"Spectrogram 1",1,189,192,0,15000,"Hume's Warbler","humwar1",0.9887,"DEL01A","20211226","113000",189
"1462",46,"Spectrogram 1",1,189,192,0,15000,"Hume's Warbler","humwar1",0.9887,"DEL01A","20211226","113000",189
"1463",47,"Spectrogram 1",1,192,195,0,15000,"Hume's Warbler","humwar1",0.9846,"DEL01A","20211226","113000",192
"1464",47,"Spectrogram 1",1,192,195,0,15000,"Hume's Warbler","humwar1",0.9846,"DEL01A","20211226","113000",192
"1465",48,"Spectrogram 1",1,195,198,0,15000,"Hume's Warbler","humwar1",0.9843,"DEL01A","20211226","113000",195
"1466",48,"Spectrogram 1",1,195,198,0,15000,"Hume's Warbler","humwar1",0.9843,"DEL01A","20211226","113000",195
"1467",49,"Spectrogram 1",1,198,201,0,15000,"Hume's Warbler","humwar1",0.9795,"DEL01A","20211226","113000",198
"1468",49,"Spectrogram 1",1,198,201,0,15000,"Hume's Warbler","humwar1",0.9795,"DEL01A","20211226","113000",198
"1469",50,"Spectrogram 1",1,201,204,0,15000,"Hume's Warbler","humwar1",0.9913,"DEL01A","20211226","113000",201
"1470",50,"Spectrogram 1",1,201,204,0,15000,"Hume's Warbler","humwar1",0.9913,"DEL01A","20211226","113000",201
"1471",51,"Spectrogram 1",1,204,207,0,15000,"Hume's Warbler","humwar1",0.9421,"DEL01A","20211226","113000",204
"1472",51,"Spectrogram 1",1,204,207,0,15000,"Hume's Warbler","humwar1",0.9421,"DEL01A","20211226","113000",204
"1473",52,"Spectrogram 1",1,207,210,0,15000,"Hume's Warbler","humwar1",0.9776,"DEL01A","20211226","113000",207
"1474",52,"Spectrogram 1",1,207,210,0,15000,"Hume's Warbler","humwar1",0.9776,"DEL01A","20211226","113000",207
"1475",53,"Spectrogram 1",1,210,213,0,15000,"Hume's Warbler","humwar1",0.9747,"DEL01A","20211226","113000",210
"1476",53,"Spectrogram 1",1,210,213,0,15000,"Hume's Warbler","humwar1",0.9747,"DEL01A","20211226","113000",210
"1477",54,"Spectrogram 1",1,213,216,0,15000,"Hume's Warbler","humwar1",0.9141,"DEL01A","20211226","113000",213
"1478",54,"Spectrogram 1",1,213,216,0,15000,"Hume's Warbler","humwar1",0.9141,"DEL01A","20211226","113000",213
"1479",55,"Spectrogram 1",1,216,219,0,15000,"Hume's Warbler","humwar1",0.9165,"DEL01A","20211226","113000",216
"1480",55,"Spectrogram 1",1,216,219,0,15000,"Hume's Warbler","humwar1",0.9165,"DEL01A","20211226","113000",216
"1481",56,"Spectrogram 1",1,219,222,0,15000,"Hume's Warbler","humwar1",0.9831,"DEL01A","20211226","113000",219
"1482",56,"Spectrogram 1",1,219,222,0,15000,"Hume's Warbler","humwar1",0.9831,"DEL01A","20211226","113000",219
"1483",57,"Spectrogram 1",1,222,225,0,15000,"Hume's Warbler","humwar1",0.9528,"DEL01A","20211226","113000",222
"1484",57,"Spectrogram 1",1,222,225,0,15000,"Hume's Warbler","humwar1",0.9528,"DEL01A","20211226","113000",222
"1485",58,"Spectrogram 1",1,225,228,0,15000,"Hume's Warbler","humwar1",0.9627,"DEL01A","20211226","113000",225
"1486",58,"Spectrogram 1",1,225,228,0,15000,"Hume's Warbler","humwar1",0.9627,"DEL01A","20211226","113000",225
"1487",59,"Spectrogram 1",1,228,231,0,15000,"Hume's Warbler","humwar1",0.3179,"DEL01A","20211226","113000",228
"1488",59,"Spectrogram 1",1,228,231,0,15000,"Hume's Warbler","humwar1",0.3179,"DEL01A","20211226","113000",228
"1489",60,"Spectrogram 1",1,231,234,0,15000,"Hume's Warbler","humwar1",0.9931,"DEL01A","20211226","113000",231
"1490",60,"Spectrogram 1",1,231,234,0,15000,"Hume's Warbler","humwar1",0.9931,"DEL01A","20211226","113000",231
"1491",61,"Spectrogram 1",1,234,237,0,15000,"Hume's Warbler","humwar1",0.9613,"DEL01A","20211226","113000",234
"1492",61,"Spectrogram 1",1,234,237,0,15000,"Hume's Warbler","humwar1",0.9613,"DEL01A","20211226","113000",234
"1493",62,"Spectrogram 1",1,237,240,0,15000,"Hume's Warbler","humwar1",0.7493,"DEL01A","20211226","113000",237
"1494",62,"Spectrogram 1",1,237,240,0,15000,"Hume's Warbler","humwar1",0.7493,"DEL01A","20211226","113000",237
"1495",63,"Spectrogram 1",1,240,243,0,15000,"Hume's Warbler","humwar1",0.9186,"DEL01A","20211226","113000",240
"1496",63,"Spectrogram 1",1,240,243,0,15000,"Hume's Warbler","humwar1",0.9186,"DEL01A","20211226","113000",240
"1497",64,"Spectrogram 1",1,243,246,0,15000,"Hume's Warbler","humwar1",0.977,"DEL01A","20211226","113000",243
"1498",64,"Spectrogram 1",1,243,246,0,15000,"Hume's Warbler","humwar1",0.977,"DEL01A","20211226","113000",243
"1499",65,"Spectrogram 1",1,246,249,0,15000,"Hume's Warbler","humwar1",0.9897,"DEL01A","20211226","113000",246
"1500",65,"Spectrogram 1",1,246,249,0,15000,"Hume's Warbler","humwar1",0.9897,"DEL01A","20211226","113000",246
"1501",66,"Spectrogram 1",1,249,252,0,15000,"Hume's Warbler","humwar1",0.9941,"DEL01A","20211226","113000",249
"1502",66,"Spectrogram 1",1,249,252,0,15000,"Hume's Warbler","humwar1",0.9941,"DEL01A","20211226","113000",249
"1503",67,"Spectrogram 1",1,252,255,0,15000,"Hume's Warbler","humwar1",0.9666,"DEL01A","20211226","113000",252
"1504",67,"Spectrogram 1",1,252,255,0,15000,"Hume's Warbler","humwar1",0.9666,"DEL01A","20211226","113000",252
"1505",68,"Spectrogram 1",1,255,258,0,15000,"Hume's Warbler","humwar1",0.9928,"DEL01A","20211226","113000",255
"1506",68,"Spectrogram 1",1,255,258,0,15000,"Hume's Warbler","humwar1",0.9928,"DEL01A","20211226","113000",255
"1507",69,"Spectrogram 1",1,258,261,0,15000,"Hume's Warbler","humwar1",0.991,"DEL01A","20211226","113000",258
"1508",69,"Spectrogram 1",1,258,261,0,15000,"Hume's Warbler","humwar1",0.991,"DEL01A","20211226","113000",258
"1509",70,"Spectrogram 1",1,261,264,0,15000,"Hume's Warbler","humwar1",0.9608,"DEL01A","20211226","113000",261
"1510",70,"Spectrogram 1",1,261,264,0,15000,"Hume's Warbler","humwar1",0.9608,"DEL01A","20211226","113000",261
"1511",71,"Spectrogram 1",1,264,267,0,15000,"Hume's Warbler","humwar1",0.9901,"DEL01A","20211226","113000",264
"1512",71,"Spectrogram 1",1,264,267,0,15000,"Hume's Warbler","humwar1",0.9901,"DEL01A","20211226","113000",264
"1513",72,"Spectrogram 1",1,267,270,0,15000,"Hume's Warbler","humwar1",0.9648,"DEL01A","20211226","113000",267
"1514",72,"Spectrogram 1",1,267,270,0,15000,"Hume's Warbler","humwar1",0.9648,"DEL01A","20211226","113000",267
"1515",73,"Spectrogram 1",1,270,273,0,15000,"Hume's Warbler","humwar1",0.9817,"DEL01A","20211226","113000",270
"1516",73,"Spectrogram 1",1,270,273,0,15000,"Hume's Warbler","humwar1",0.9817,"DEL01A","20211226","113000",270
"1517",74,"Spectrogram 1",1,273,276,0,15000,"Hume's Warbler","humwar1",0.9942,"DEL01A","20211226","113000",273
"1518",74,"Spectrogram 1",1,273,276,0,15000,"Hume's Warbler","humwar1",0.9942,"DEL01A","20211226","113000",273
"1519",75,"Spectrogram 1",1,276,279,0,15000,"Hume's Warbler","humwar1",0.9784,"DEL01A","20211226","113000",276
"1520",75,"Spectrogram 1",1,276,279,0,15000,"Hume's Warbler","humwar1",0.9784,"DEL01A","20211226","113000",276
"1521",76,"Spectrogram 1",1,279,282,0,15000,"Hume's Warbler","humwar1",0.9671,"DEL01A","20211226","113000",279
"1522",76,"Spectrogram 1",1,279,282,0,15000,"Hume's Warbler","humwar1",0.9671,"DEL01A","20211226","113000",279
"1523",77,"Spectrogram 1",1,282,285,0,15000,"Hume's Warbler","humwar1",0.9824,"DEL01A","20211226","113000",282
"1524",77,"Spectrogram 1",1,282,285,0,15000,"Hume's Warbler","humwar1",0.9824,"DEL01A","20211226","113000",282
"1525",78,"Spectrogram 1",1,288,291,0,15000,"Hume's Warbler","humwar1",0.9808,"DEL01A","20211226","113000",288
"1526",78,"Spectrogram 1",1,288,291,0,15000,"Hume's Warbler","humwar1",0.9808,"DEL01A","20211226","113000",288
"1527",79,"Spectrogram 1",1,294,297,0,15000,"Hume's Warbler","humwar1",0.9528,"DEL01A","20211226","113000",294
"1528",79,"Spectrogram 1",1,294,297,0,15000,"Hume's Warbler","humwar1",0.9528,"DEL01A","20211226","113000",294
"1529",80,"Spectrogram 1",1,297,300,0,15000,"Hume's Warbler","humwar1",0.9566,"DEL01A","20211226","113000",297
"1530",80,"Spectrogram 1",1,297,300,0,15000,"Hume's Warbler","humwar1",0.9566,"DEL01A","20211226","113000",297
"1531",1,"Spectrogram 1",1,54,57,0,15000,"Hume's Warbler","humwar1",0.5378,"DEL01A","20211226","123000",54
"1532",1,"Spectrogram 1",1,54,57,0,15000,"Hume's Warbler","humwar1",0.5378,"DEL01A","20211226","123000",54
"1533",2,"Spectrogram 1",1,252,255,0,15000,"Oriental Honey-buzzard","orihob2",0.2697,"DEL01A","20211226","123000",252
"1534",2,"Spectrogram 1",1,252,255,0,15000,"Oriental Honey-buzzard","orihob2",0.2697,"DEL01A","20211226","123000",252
"1535",3,"Spectrogram 1",1,291,294,0,15000,"Hume's Warbler","humwar1",0.2877,"DEL01A","20211226","123000",291
"1536",3,"Spectrogram 1",1,291,294,0,15000,"Hume's Warbler","humwar1",0.2877,"DEL01A","20211226","123000",291
"1537",4,"Spectrogram 1",1,297,300,0,15000,"Hume's Warbler","humwar1",0.2785,"DEL01A","20211226","123000",297
"1538",4,"Spectrogram 1",1,297,300,0,15000,"Hume's Warbler","humwar1",0.2785,"DEL01A","20211226","123000",297
"1539",1,"Spectrogram 1",1,135,138,0,15000,"Rose-ringed Parakeet","rorpar",0.3358,"DEL01A","20211226","133000",135
"1540",1,"Spectrogram 1",1,135,138,0,15000,"Rose-ringed Parakeet","rorpar",0.3358,"DEL01A","20211226","133000",135
"1541",1,"Spectrogram 1",1,0,3,0,15000,"Rose-ringed Parakeet","rorpar",0.5185,"DEL01A","20211226","143000",0
"1542",1,"Spectrogram 1",1,0,3,0,15000,"Rose-ringed Parakeet","rorpar",0.5185,"DEL01A","20211226","143000",0
"1543",2,"Spectrogram 1",1,15,18,0,15000,"Rose-ringed Parakeet","rorpar",0.4325,"DEL01A","20211226","143000",15
"1544",2,"Spectrogram 1",1,15,18,0,15000,"Rose-ringed Parakeet","rorpar",0.4325,"DEL01A","20211226","143000",15
"1545",3,"Spectrogram 1",1,66,69,0,15000,"Common Tailorbird","comtai1",0.7721,"DEL01A","20211226","143000",66
"1546",3,"Spectrogram 1",1,66,69,0,15000,"Common Tailorbird","comtai1",0.7721,"DEL01A","20211226","143000",66
"1547",4,"Spectrogram 1",1,69,72,0,15000,"Common Tailorbird","comtai1",0.3656,"DEL01A","20211226","143000",69
"1548",4,"Spectrogram 1",1,69,72,0,15000,"Common Tailorbird","comtai1",0.3656,"DEL01A","20211226","143000",69
"1549",5,"Spectrogram 1",1,138,141,0,15000,"Common Tailorbird","comtai1",0.5372,"DEL01A","20211226","143000",138
"1550",5,"Spectrogram 1",1,138,141,0,15000,"Common Tailorbird","comtai1",0.5372,"DEL01A","20211226","143000",138
"1551",6,"Spectrogram 1",1,141,144,0,15000,"Common Tailorbird","comtai1",0.7057,"DEL01A","20211226","143000",141
"1552",6,"Spectrogram 1",1,141,144,0,15000,"Common Tailorbird","comtai1",0.7057,"DEL01A","20211226","143000",141
"1553",7,"Spectrogram 1",1,144,147,0,15000,"Common Tailorbird","comtai1",0.6818,"DEL01A","20211226","143000",144
"1554",7,"Spectrogram 1",1,144,147,0,15000,"Common Tailorbird","comtai1",0.6818,"DEL01A","20211226","143000",144
"1555",8,"Spectrogram 1",1,147,150,0,15000,"Common Tailorbird","comtai1",0.562,"DEL01A","20211226","143000",147
"1556",8,"Spectrogram 1",1,147,150,0,15000,"Common Tailorbird","comtai1",0.562,"DEL01A","20211226","143000",147
"1557",9,"Spectrogram 1",1,150,153,0,15000,"Common Tailorbird","comtai1",0.7486,"DEL01A","20211226","143000",150
"1558",9,"Spectrogram 1",1,150,153,0,15000,"Common Tailorbird","comtai1",0.7486,"DEL01A","20211226","143000",150
"1559",10,"Spectrogram 1",1,153,156,0,15000,"Common Tailorbird","comtai1",0.8508,"DEL01A","20211226","143000",153
"1560",10,"Spectrogram 1",1,153,156,0,15000,"Common Tailorbird","comtai1",0.8508,"DEL01A","20211226","143000",153
"1561",11,"Spectrogram 1",1,156,159,0,15000,"Common Tailorbird","comtai1",0.7413,"DEL01A","20211226","143000",156
"1562",11,"Spectrogram 1",1,156,159,0,15000,"Common Tailorbird","comtai1",0.7413,"DEL01A","20211226","143000",156
"1563",12,"Spectrogram 1",1,159,162,0,15000,"Common Tailorbird","comtai1",0.3735,"DEL01A","20211226","143000",159
"1564",12,"Spectrogram 1",1,159,162,0,15000,"Common Tailorbird","comtai1",0.3735,"DEL01A","20211226","143000",159
"1565",13,"Spectrogram 1",1,162,165,0,15000,"Common Tailorbird","comtai1",0.7729,"DEL01A","20211226","143000",162
"1566",13,"Spectrogram 1",1,162,165,0,15000,"Common Tailorbird","comtai1",0.7729,"DEL01A","20211226","143000",162
"1567",14,"Spectrogram 1",1,165,168,0,15000,"Common Tailorbird","comtai1",0.6518,"DEL01A","20211226","143000",165
"1568",14,"Spectrogram 1",1,165,168,0,15000,"Common Tailorbird","comtai1",0.6518,"DEL01A","20211226","143000",165
"1569",15,"Spectrogram 1",1,174,177,0,15000,"Common Tailorbird","comtai1",0.5253,"DEL01A","20211226","143000",174
"1570",15,"Spectrogram 1",1,174,177,0,15000,"Common Tailorbird","comtai1",0.5253,"DEL01A","20211226","143000",174
"1571",16,"Spectrogram 1",1,177,180,0,15000,"Common Tailorbird","comtai1",0.4689,"DEL01A","20211226","143000",177
"1572",16,"Spectrogram 1",1,177,180,0,15000,"Common Tailorbird","comtai1",0.4689,"DEL01A","20211226","143000",177
"1573",17,"Spectrogram 1",1,180,183,0,15000,"Common Tailorbird","comtai1",0.5092,"DEL01A","20211226","143000",180
"1574",17,"Spectrogram 1",1,180,183,0,15000,"Common Tailorbird","comtai1",0.5092,"DEL01A","20211226","143000",180
"1575",18,"Spectrogram 1",1,192,195,0,15000,"Rose-ringed Parakeet","rorpar",0.6462,"DEL01A","20211226","143000",192
"1576",18,"Spectrogram 1",1,192,195,0,15000,"Rose-ringed Parakeet","rorpar",0.6462,"DEL01A","20211226","143000",192
"1577",1,"Spectrogram 1",1,150,153,0,15000,"Rose-ringed Parakeet","rorpar",0.4455,"DEL01A","20211226","153000",150
"1578",1,"Spectrogram 1",1,150,153,0,15000,"Rose-ringed Parakeet","rorpar",0.4455,"DEL01A","20211226","153000",150
"1579",2,"Spectrogram 1",1,153,156,0,15000,"Rose-ringed Parakeet","rorpar",0.5601,"DEL01A","20211226","153000",153
"1580",2,"Spectrogram 1",1,153,156,0,15000,"Rose-ringed Parakeet","rorpar",0.5601,"DEL01A","20211226","153000",153
"1581",3,"Spectrogram 1",1,156,159,0,15000,"Rose-ringed Parakeet","rorpar",0.6319,"DEL01A","20211226","153000",156
"1582",3,"Spectrogram 1",1,156,159,0,15000,"Rose-ringed Parakeet","rorpar",0.6319,"DEL01A","20211226","153000",156
